id,Address,Latitude,Longitude
196,4745 WEST MARGINAL WAY SW,47.5599854,-122.35222458
197,1625 42ND AVE E,47.63417227,-122.27882509
198,213 18TH AVE,47.60396324,-122.30930183
199,1521 1ST AVE S,47.58872242,-122.33476028
200,7100 35TH AVE SW,47.53888877,-122.37616203
201,315 N 105TH ST,47.7046043,-122.35465715
202,3625 INTERLAKE AVE N,47.65138279,-122.34174479
203,2010 NE NORTHGATE WAY,47.70873634,-122.30566327
204,3613 4TH AVE S,47.57070622,-122.33011958
205,7944 9TH AVE SW,47.53062729,-122.3465078
206,9618 20TH AVE NE,47.69900664,-122.30664528
207,509 OLIVE WAY,47.61275016,-122.33686713
208,2825 3RD AVE W,47.645496,-122.36118175
209,3714 38TH AVE S,47.57016195,-122.28472463
210,601 BELMONT AVE E,47.62464104,-122.32445393
211,509 OLIVE WAY,47.61275016,-122.33686713
212,5012 SW GENESEE ST,47.56549837,-122.39690312
213,8021 EARL AVE NW,47.68738966,-122.39234317
214,321 N 79TH ST,47.68610283,-122.35437451
215,3021 NE 130TH ST,47.72270038,-122.29521288
216,5619 M L KING JR WAY S,47.55135818,-122.28860098
217,1606 N 40TH ST,47.65588456,-122.33811192
218,3423 13TH AVE W,47.65105206,-122.37389786
219,5600 6TH AVE S,47.55222356,-122.32636629
220,6921 ROOSEVELT WAY NE,47.67916422,-122.31764267
221,6409 FRANCIS AVE N,47.67568282,-122.35364961
222,3025 NE 130TH ST,47.72239375,-122.29518044
223,6733 CARLETON AVE S,47.54154739,-122.32233118
224,6735 CARLETON AVE S,47.54156806,-122.32253724
225,6735 CARLETON AVE S,47.54156806,-122.32253724
226,6733 CARLETON AVE S,47.54154739,-122.32233118
227,10713 19TH AVE NE,47.70722649,-122.30880681
228,5950 OAKHURST RD S,47.54957088,-122.26227391
229,915 FEDERAL AVE E,47.62730261,-122.31948946
230,4428 EVANSTON AVE N,47.66107524,-122.35075478
231,240 2ND AVE S,47.60022466,-122.33128396
232,1730 MINOR AVE,47.61695645,-122.32966644
233,3400 AIRPORT WAY S,47.57271129,-122.32203385
234,5929 M L KING JR WAY S,47.54892528,-122.28785636
235,3400 AIRPORT WAY S,47.57271129,-122.32203385
236,935 NW 64TH ST,47.67509018,-122.3702512
237,935 NW 64TH ST,47.67509018,-122.3702512
238,935 NW 64TH ST,47.67509018,-122.3702512
239,2400 3RD AVE,47.61582105,-122.34616655
240,320 NW 112TH ST,47.71073602,-122.36177041
241,312 NE LONGWOOD PL,47.68446507,-122.32499461
242,300 NW 47TH ST,47.66308039,-122.36102269
243,550 TERRY AVE N,47.62398599,-122.3367397
244,2553 CRESTMONT PL W,47.64199062,-122.40767079
245,2553 CRESTMONT PL W,47.64199062,-122.40767079
246,9205 35TH AVE SW,47.52083977,-122.37705399
247,9205 35TH AVE SW,47.52083977,-122.37705399
248,3215 MAGNOLIA BLVD W,47.64918257,-122.41457615
249,3215 MAGNOLIA BLVD W,47.64918257,-122.41457615
250,537 N 137TH ST,47.7280012,-122.35178829
251,,,
252,2819 3RD AVE W,47.64548531,-122.36142945
253,2819 3RD AVE W,47.64548531,-122.36142945
254,4039 FAUNTLEROY WAY SW,47.56676084,-122.37431341
255,2676 NE UNIVERSITY VILLAGE ST,47.66364172,-122.29776403
256,2676 NE UNIVERSITY VILLAGE ST,47.66364172,-122.29776403
257,2021 7TH AVE,47.61523711,-122.33836402
258,701 5TH AVE,47.60454089,-122.33073506
259,1420 5TH AVE,47.6105508,-122.33467931
260,2019 S FERDINAND ST,47.55811296,-122.30645523
261,2019 S FERDINAND ST,47.55811296,-122.30645523
262,1500 16TH AVE,47.61429209,-122.31124863
263,12016 DAYTON AVE N,47.71654337,-122.35261838
264,1201 3RD AVE,47.60723772,-122.33612134
265,1534 17TH AVE S,47.58890186,-122.31031376
266,1536 17TH AVE S,47.58888973,-122.3102822
267,1538 17TH AVE S,47.58887191,-122.31034188
268,1538 17TH AVE S,47.58887191,-122.31034188
269,2825B NE 105TH ST,47.70373305,-122.29585063
270,321 15TH AVE E,47.62129736,-122.31316717
271,4215 RAINIER AVE S,47.56523993,-122.28886386
272,6213 37TH AVE NE,47.67433997,-122.28835122
273,6213 37TH AVE NE,47.67433997,-122.28835122
274,500 FAIRVIEW AVE N,47.62345613,-122.33409713
275,7009 SEWARD PARK AVE S,47.53952385,-122.26776348
276,10110 GREENWOOD AVE N,47.7026942,-122.35506018
277,3811 CORLISS AVE N,47.65356257,-122.33177107
278,5408 26TH AVE NE,47.66829243,-122.29920108
279,3322 W GOVERNMENT WAY,47.6599128,-122.40053034
280,213 W KINNEAR PL,47.62753282,-122.35987352
281,213 W KINNEAR PL,47.62753282,-122.35987352
282,213 W KINNEAR PL,47.62753282,-122.35987352
283,325 N 90TH ST,47.69405026,-122.35455042
284,1118 15TH AVE E,47.62942146,-122.312255
285,4616 44TH AVE S,47.56124328,-122.2778681
286,1215 N 44TH ST,47.65977697,-122.34303857
287,7036 43RD AVE NE,47.68062871,-122.28262296
288,1817 28TH AVE W,47.63577601,-122.39336097
289,3229 38TH AVE SW,47.57466437,-122.38060811
290,5140 S AUGUSTA ST,47.50037106,-122.26894669
291,1128 SW SPOKANE ST,47.5720269,-122.35145805
292,2407 NW 59TH ST,47.67146019,-122.38809669
293,1620 BROADMOOR DR E,47.6336357,-122.2879518
294,1201 AMGEN CT W,47.62951836,-122.37476567
295,118 5TH AVE N,47.61920146,-122.34743198
296,9028 14TH AVE SW,47.5219911,-122.35256815
297,8420 35TH AVE SW,47.5276365,-122.37635785
298,735 N 95TH ST,47.69755143,-122.34846748
299,1717 16TH AVE,47.61701353,-122.31172392
300,307 BROAD ST,47.61827068,-122.35039295
301,8500 LAKE CITY WAY NE,47.69057976,-122.30741957
302,4059 LATONA AVE NE,47.65723207,-122.32605274
303,2200 6TH AVE,47.61641528,-122.34113446
304,1938 10TH AVE E,47.6371059,-122.31985773
305,6214 15TH AVE NE,47.67443965,-122.31169039
306,2415 11TH AVE W,47.64010927,-122.37191166
307,5740 SW ADMIRAL WAY,47.57682813,-122.4069589
308,1715 SUNSET AVE SW,47.587818,-122.39229227
309,4441 21ST AVE SW,47.5638733,-122.36074312
310,3700 37TH AVE SW,47.57104413,-122.37789445
311,5950 OAKHURST RD S,47.54957088,-122.26227391
312,13003 4TH AVE NW,47.72347576,-122.36265853
313,2606 14TH AVE W,47.64313671,-122.37464696
314,2606 14TH AVE W,47.64313671,-122.37464696
315,2604 14TH AVE W,47.64314172,-122.37464406
316,2604 14TH AVE W,47.64314172,-122.37464406
317,11336 20TH AVE NE,47.71129031,-122.30580824
318,11336 20TH AVE NE,47.71129031,-122.30580824
319,2060 6TH AVE,47.61506349,-122.33873546
320,6400 EAST GREEN LAKE WAY N,47.67534853,-122.33300164
321,13758 LAKE CITY WAY NE,47.7297446,-122.29185863
322,167 20TH AVE,47.6032202,-122.30664843
323,169 20TH AVE,47.6032202,-122.30664843
324,169 20TH AVE,47.6032202,-122.30664843
325,167 20TH AVE,47.6032202,-122.30664843
326,509 32ND AVE S,47.5976004,-122.2917195
327,2347 N 51ST ST,47.66556279,-122.32899391
328,9210 20TH AVE SW,47.52067523,-122.35879983
329,2409 E PROSPECT ST,47.62911345,-122.30113825
330,303 E PIKE ST,47.61390837,-122.32721261
331,2721 14TH AVE S,47.57885517,-122.31487587
332,5148 NE 54TH ST,47.66782147,-122.27123242
333,3053 32ND AVE W,47.6484096,-122.39851917
334,5011 48TH AVE S,47.55664503,-122.27294563
335,7516 25TH AVE NW,47.6837134,-122.38845215
336,3042 NW 64TH ST,47.67536937,-122.39755943
337,3508 S OREGON ST,47.56297321,-122.2887427
338,1593 PARKSIDE DR E,47.63460286,-122.29138755
339,13003 4TH AVE NW,47.72347576,-122.36265853
340,8759 PHINNEY AVE N,47.69407027,-122.35424965
341,612 N 45TH ST,47.66159606,-122.35088977
342,8755 PHINNEY AVE N,47.6939539,-122.35426157
343,1716 22ND AVE S,47.58789403,-122.30351515
344,1716 22ND AVE S,47.58789403,-122.30351515
345,1716 22ND AVE S,47.58789403,-122.30351515
346,1716 22ND AVE S,47.58789403,-122.30351515
347,1716 22ND AVE S,47.58789403,-122.30351515
348,1716 22ND AVE S,47.58789403,-122.30351515
349,3406 FREMONT AVE N,47.64983747,-122.34944787
350,708 23RD AVE,47.60835107,-122.3025652
351,2119 29TH AVE S,47.58383366,-122.29545483
352,2310 WESTMONT WAY W,47.63919753,-122.40581246
353,1201 3RD AVE,47.60723772,-122.33612134
354,1735 DEXTER AVE N,47.63491484,-122.34267297
355,1251 JOHN ST,47.61950007,-122.33142264
356,1956 26TH AVE E,47.637437,-122.29913369
357,2101 7TH AVE,47.61586972,-122.33938109
358,3720 59TH AVE SW,47.57047257,-122.4080401
359,215 2ND AVE S,47.60038734,-122.33197468
360,8149 28TH AVE SW,47.52859633,-122.36884483
361,450 NE 100TH ST,47.70178813,-122.32353047
362,11756 4TH AVE NW,47.71585295,-122.36199128
363,3322 W GOVERNMENT WAY,47.6599128,-122.40053034
364,1446 NW 62ND ST,47.67404923,-122.37574279
365,8046 26TH AVE NW,47.68814913,-122.38954593
366,74 S LUCILE ST,47.5535981,-122.33558626
367,6655 NE 60TH ST,47.67192819,-122.25467929
368,4405 CORLISS AVE N,47.66050825,-122.33163123
369,7112 48TH AVE S,47.53854212,-122.27241268
370,902 31ST AVE,47.61052625,-122.29231192
371,1001 4TH AVE,47.60615304,-122.33389399
372,1001 4TH AVE,47.60615304,-122.33389399
373,1001 4TH AVE,47.60615304,-122.33389399
374,1316 E REMINGTON CT,47.6056934,-122.31463399
375,1545 NE 88TH ST,47.69196538,-122.31032679
376,1545 NE 88TH ST,47.69196538,-122.31032679
377,5130 S LUCILE ST,47.55290722,-122.26854862
378,2020 S NYE PL,47.5954716,-122.3051544
379,4443 S EDDY ST,47.54497132,-122.27623279
380,4207 BAGLEY AVE N,47.65828151,-122.33286153
381,2101 4TH AVE,47.61431133,-122.34245444
382,4307 S WEBSTER ST,47.53506603,-122.27886419
383,10324 23RD AVE NE,47.70362007,-122.30403423
384,2349 WEST VIEWMONT WAY W,47.63930517,-122.40892074
385,5524 ASHWORTH AVE N,47.66947321,-122.33875812
386,2629 NW 63RD ST,47.67430996,-122.39138445
387,802 E PIKE ST,47.61438964,-122.32175689
388,706 N 143RD ST,47.73250993,-122.35012545
389,5816 15TH AVE NW,47.67120442,-122.37569856
390,2309 N 62ND ST,47.67343902,-122.33042719
391,501 FAIRVIEW AVE N,47.62334132,-122.33458524
392,3126 WEST LAURELHURST DR NE,47.65068587,-122.27748242
393,3126 WEST LAURELHURST DR NE,47.65068587,-122.27748242
394,2016 E MILLER ST,47.64191819,-122.30467474
395,2016 E MILLER ST,47.64191819,-122.30467474
396,600 STEWART ST,47.61391287,-122.33726765
397,131 22ND AVE E,47.61932384,-122.30391655
398,4700 SW ADMIRAL WAY,47.58099241,-122.39306099
399,612 N 45TH ST,47.66159606,-122.35088977
400,4546 22ND AVE SW,47.5623508,-122.36141689
401,333 DEXTER AVE N,47.62177959,-122.34293264
402,3914 48TH PL NE,47.65750961,-122.27540641
403,8755 PHINNEY AVE N,47.6939539,-122.35426157
404,10528 15TH AVE NW,47.70604218,-122.37631529
405,601 UNION ST,47.610431,-122.33207691
406,2217 42ND AVE SW,47.58340509,-122.38541264
407,12325 30TH AVE NE,47.71820586,-122.29689486
408,2110 WAVERLY WAY E,47.63799039,-122.28761769
409,9205 32ND AVE NE,47.69585084,-122.29358399
410,9740 3RD AVE NW,47.70083172,-122.36047796
411,1724 HOWELL PL,47.61703966,-122.28032877
412,605 1ST AVE,47.60197119,-122.33438296
413,12360 LAKE CITY WAY NE,47.71895131,-122.2947673
414,11338 20TH AVE NE,47.71068618,-122.30619809
415,500 4TH AVE,47.60290729,-122.32928683
416,8047 11TH AVE NW,47.68833858,-122.37072941
417,7415 GREENWOOD AVE N,47.68317695,-122.35549787
418,715 E PINE ST,47.61491104,-122.32273591
419,1115 COLUMBIA ST,47.60819513,-122.32283029
420,747 BROADWAY,47.60884785,-122.32194221
421,1322 NE 63RD ST,47.67465756,-122.31338093
422,8724 SAND POINT WAY NE,47.69266268,-122.26988583
423,1926 6TH AVE S,47.58553216,-122.32512152
424,901 FAIRVIEW AVE N,47.62774795,-122.33385277
425,2401 UTAH AVE S,47.58181846,-122.33535751
426,4215 RAINIER AVE S,47.56523993,-122.28886386
427,2535 32ND AVE W,47.64082013,-122.39792862
428,1915 TERRY AVE,47.61628289,-122.33392235
429,3304 S HOLLY PL,47.54230223,-122.28987248
430,351 M L KING JR WAY,47.60576476,-122.29708439
431,3515 BURKE AVE N,47.64967111,-122.33545156
432,9024 12TH AVE NW,47.69506055,-122.37107981
433,131 22ND AVE E,47.61932384,-122.30391655
434,8410 GREENWOOD AVE N,47.6903066,-122.35496815
435,8408 GREENWOOD AVE N,47.69018689,-122.35497248
436,3501 RAINIER AVE S,47.57161504,-122.29347773
437,2320 NW BLUE RIDGE DR,47.70354657,-122.38595194
438,524 30TH AVE,47.60695234,-122.29337889
439,1902 BIGELOW AVE N,47.63594864,-122.34799082
440,121 W PROSPECT ST,47.62854549,-122.35901167
441,8330 22ND AVE NW,47.68965288,-122.38409757
442,11226 DAYTON AVE N,47.71136167,-122.35252677
443,801 2ND AVE,47.60370224,-122.33448205
444,2818 NW 69TH ST,47.67894314,-122.3938397
445,2818 NW 69TH ST,47.67894314,-122.3938397
446,700 2ND AVE,47.60307545,-122.33313747
447,2320 E DENNY WAY,47.61911912,-122.30177668
448,7738 20TH AVE SW,47.53256912,-122.3588002
449,2155 N NORTHLAKE WAY,47.64810523,-122.33242442
450,1821 29TH AVE,47.61832892,-122.29510862
451,1220 HOWELL ST,47.61770123,-122.33061198
452,2318 N 44TH ST,47.66044013,-122.33041999
453,928 E ALLISON ST,47.64890653,-122.31942567
454,1326 5TH AVE,47.60932305,-122.33389853
455,4920 32ND AVE NE,47.6647484,-122.29324764
456,1920 S STATE ST,47.587867,-122.30774476
457,1920 S STATE ST,47.587867,-122.30774476
458,229 31ST AVE E,47.62108538,-122.29261304
459,9021 15TH AVE SW,47.5222024,-122.35429336
460,216 9TH AVE N,47.62022588,-122.33936204
461,750 S MICHIGAN ST,47.54710633,-122.3240793
462,3430 NW 59TH ST,47.67150928,-122.40253675
463,1115 N 42ND ST,47.65786969,-122.34387311
464,8853 38TH AVE SW,47.52319907,-122.38104448
465,2315 NW 91ST ST,47.69496597,-122.38610219
466,2044 EASTLAKE AVE E,47.63812426,-122.32559279
467,3531 WALLINGFORD AVE N,47.65018253,-122.33659282
468,500 TERRY AVE N,47.62398599,-122.3367397
469,1326 5TH AVE,47.60932305,-122.33389853
470,3531 WALLINGFORD AVE N,47.65018253,-122.33659282
471,3525 WALLINGFORD AVE N,47.65001537,-122.33663831
472,4649 SUNNYSIDE AVE N,47.66410692,-122.33119309
473,3525 WALLINGFORD AVE N,47.65001537,-122.33663831
474,4060 SPOKANE LN NE,47.65633261,-122.30776869
475,800 5TH AVE,47.60573523,-122.33029353
476,3415 32ND AVE W,47.65099981,-122.39853414
477,5655 21ST AVE SW,47.5503724,-122.36020942
478,601 UNION ST,47.610431,-122.33207691
479,1624 N 55TH ST,47.66888411,-122.33686619
480,428 DEWEY PL E,47.62341381,-122.29356842
481,201 S JACKSON ST,47.5987821,-122.33089167
482,2814 E VALLEY ST,47.62609668,-122.29574265
483,3200 NW 65TH ST,47.67599988,-122.39862497
484,345 BOREN AVE N,47.62180794,-122.33625748
485,1001 BROADWAY,47.61141658,-122.32136945
486,8542 1ST AVE NW,47.69159213,-122.35733193
487,1800 S JACKSON ST,47.59938819,-122.30876401
488,3622 46TH AVE SW,47.57139744,-122.39051945
489,8026 11TH AVE NW,47.68776395,-122.37014093
490,8026 11TH AVE NW,47.68776395,-122.37014093
491,3920 BOYD PL SW,47.56892835,-122.40714691
492,4709 MERIDIAN AVE N,47.66314904,-122.33401633
493,1422 20TH AVE,47.61365426,-122.30595162
494,1207 NW 83RD ST,47.68856696,-122.37195954
495,1207 NW 83RD ST,47.68856696,-122.37195954
496,1207 NW 83RD ST,47.68856696,-122.37195954
497,2513 34TH AVE W,47.64167611,-122.40138875
498,700 5TH AVE,47.60501319,-122.32989532
499,9323 31ST PL SW,47.51909042,-122.37369737
500,207 BOREN AVE N,47.62037756,-122.33628748
501,1301 5TH AVE,47.60896713,-122.33482136
502,1610 21ST AVE,47.61569388,-122.30461462
503,12230 AURORA AVE N,47.71878862,-122.3444314
504,8244 40TH AVE NE,47.68972554,-122.28508859
505,5931 EAST MARGINAL WAY S,47.5485505,-122.33652814
506,3501 E TERRACE ST,47.60557242,-122.28807675
507,9501 GREENWOOD AVE N,47.69858725,-122.35582059
508,11504 7TH AVE NE,47.7123801,-122.32180748
509,3447 22ND AVE W,47.65171913,-122.38497166
510,1431 E WARD ST,47.62745013,-122.31320938
511,2264 NE 60TH ST,47.67231862,-122.30305464
512,5901 SW STEVENS ST,47.57756892,-122.4083596
513,6248 53RD AVE NE,47.67521841,-122.26994686
514,6248 53RD AVE NE,47.67521841,-122.26994686
515,341 NE 89TH ST,47.69293493,-122.32392186
516,,,
517,10002 AURORA AVE N,47.7022429,-122.34410901
