id,Address,Latitude,Longitude
55,1915 3RD AVE,47.61179618,-122.34041744
56,5214 42ND AVE S,47.55466746,-122.28039943
57,4126 36TH AVE SW,47.56563879,-122.37712736
58,951 NW BALLARD WAY,47.66249618,-122.37024525
59,1816 M L KING JR WAY,47.6181565,-122.29590961
60,907 NW BALLARD WAY,47.66248621,-122.36958904
61,3922 NE 100TH ST,47.70132282,-122.28565413
62,821P S DEARBORN ST,47.59571675,-122.32177745
63,2847 SW NEVADA ST,47.56526742,-122.3702617
64,518 NW BRIGHT ST,47.66020188,-122.36371168
65,3531 WALLINGFORD AVE N,47.65018253,-122.33659282
66,3525 WALLINGFORD AVE N,47.65001537,-122.33663831
67,6529A NE WINDERMERE RD,47.6702098,-122.25551725
68,852 NE 89TH ST,47.69321959,-122.31808219
69,2321 FRANKLIN AVE E,47.64036614,-122.324962
70,4038 CALIFORNIA AVE SW,47.5672825,-122.38641276
71,625 BOREN AVE N,47.62538578,-122.33645455
72,210 WALL ST,47.61574546,-122.34790837
73,2019 24TH AVE S,47.58495016,-122.30194383
74,810P S CLOVERDALE ST,47.52688057,-122.32220562
75,3009 59TH AVE SW,47.57740095,-122.40837918
76,1415 NE 43RD ST,47.65926374,-122.31242547
77,3736 34TH AVE SW,47.57009072,-122.37474717
78,30 FLORENTIA ST,47.64705911,-122.35641639
79,7433 4TH AVE NE,47.68258397,-122.32507196
80,730 S MYRTLE ST,47.53998916,-122.32352162
81,2573 13TH AVE W,47.64280333,-122.37390237
82,6736 21ST AVE SW,47.54180533,-122.35932866
83,9666 51ST AVE S,47.51488253,-122.26952473
84,701 4TH AVE,47.60401104,-122.33150676
85,1201B FAIRVIEW AVE N,47.63088912,-122.32820777
86,811 NW 50TH ST,47.66487217,-122.36679168
87,811 NW 50TH ST,47.66487217,-122.36679168
88,6232 CORSON AVE S,47.54649992,-122.32139903
89,5169 42ND AVE S,47.55571687,-122.28137055
90,911 WESTERN AVE,47.6037821,-122.33742275
91,9002 GREENWOOD AVE N,47.69444101,-122.35512101
92,3406 15TH AVE W,47.650638,-122.3758162
93,1526 NW 59TH ST,47.67184442,-122.37751207
94,5431 CALIFORNIA AVE SW,47.55293903,-122.3873484
95,2306 FRANKLIN AVE E,47.63998918,-122.32443472
96,7401R 5TH AVE S,47.53673994,-122.32829675
97,5041 PULLMAN AVE NE,47.67002843,-122.27254016
98,1020 W BOTHWELL ST,47.64383924,-122.37126769
99,5604 23RD AVE SW,47.55177277,-122.3615096
100,1405 DEXTER AVE N,47.63164037,-122.34263385
101,7544 M L KING JR WAY S,47.53396838,-122.28045476
102,5041 37TH AVE S,47.55581165,-122.28650654
103,5310P BALLARD AVE NW,47.66670284,-122.38342119
104,1934 10TH AVE W,47.63703488,-122.36990409
105,8818 30TH AVE NW,47.69363806,-122.39552134
106,4010 48TH AVE S,47.56722962,-122.27287347
107,2383 HARBOR AVE SW,47.58180795,-122.37367797
108,2105 S ORCAS ST,47.55094183,-122.30578222
109,3211 CALIFORNIA AVE SW,47.57521055,-122.38702165
110,6442 EAST MARGINAL WAY S,47.54526364,-122.33115748
111,5750R S WARSAW ST,47.54314853,-122.26054377
112,6017 37TH AVE NE,47.67268816,-122.28834583
113,5153 42ND AVE S,47.55568593,-122.28099805
114,1423 WARREN AVE N,47.63171461,-122.3549167
115,2345 NE 95TH ST,47.69728822,-122.30227747
116,3916 CALIFORNIA AVE SW,47.56877206,-122.38633364
117,5011 S DAWSON ST,47.55470208,-122.27016583
118,1021 W CROCKETT ST,47.63760841,-122.37133265
119,6700 15TH AVE NW,47.67791902,-122.37650687
120,1507 17TH AVE S,47.58975166,-122.3109657
121,614 14TH AVE E,47.62470843,-122.31434199
122,6105 22ND AVE NW,47.67337147,-122.38498992
123,3826 37TH AVE S,47.5689884,-122.28585642
124,8356 19TH AVE NW,47.69033753,-122.38088076
125,5915 20TH AVE S,47.54944747,-122.30775196
126,53 W ETRURIA ST,47.6475906,-122.35996237
127,8358 19TH AVE NW,47.69034941,-122.38080968
128,802 NE 66TH ST,47.67678422,-122.31991338
129,3700 S HUDSON ST,47.55722935,-122.28596699
130,2322 E DENNY WAY,47.61923098,-122.30173725
131,2208 NW 60TH ST,47.67257165,-122.38521
132,732 26TH AVE S,47.59579778,-122.29829062
133,913 S JACKSON ST,47.59889419,-122.3203912
134,3215 CALIFORNIA AVE SW,47.57521055,-122.38702164
135,707 TERRY AVE,47.60690037,-122.3248807
136,1505 6TH AVE S,47.58957889,-122.32681602
137,308 N 90TH ST,47.69437249,-122.35484457
138,8015 15TH AVE NW,47.68728867,-122.3772028
139,3905 43RD AVE S,47.56856499,-122.27988187
140,457 39TH AVE E,47.62437766,-122.28340992
141,1903 5TH AVE,47.61292353,-122.33841355
142,2800 S ALASKA PL,47.56124401,-122.2967675
143,2302 NE 125TH ST,47.7197133,-122.30445006
144,515 NE 73RD ST,47.68142507,-122.32215756
145,2433 NW 62ND ST,47.67363492,-122.38909685
146,4858 BEACH DR SW,47.55816952,-122.40107264
147,1711 25TH AVE,47.61682196,-122.30040977
148,921 N 36TH ST,47.65063279,-122.34631833
149,2629 NW 63RD ST,47.67430996,-122.39138445
150,2626 NW 62ND ST,47.6741176,-122.39135404
151,6516 12TH AVE NE,47.67641731,-122.31535713
152,100R E ALLISON ST,47.64928421,-122.32499136
153,119 10TH AVE,47.60230586,-122.3201491
154,3017 S BYRON ST,47.57409721,-122.29390925
155,821 18TH AVE,47.60985533,-122.30919857
156,1712 E SPRUCE ST,47.60368886,-122.30950003
157,837 NW 52ND ST,47.66624076,-122.36793566
158,5512 17TH AVE NW,47.66914187,-122.37865185
159,5721 35TH AVE S,47.55046397,-122.289142
160,141 22ND AVE E,47.61963963,-122.30394246
161,1736 NW 62ND ST,47.67403963,-122.38050153
162,2005 S WASHINGTON ST,47.60061956,-122.30596398
163,6523 34TH AVE SW,47.5439615,-122.37540766
164,2604 14TH AVE W,47.64314172,-122.37464406
165,13280 LINDEN AVE N,47.72655912,-122.34736207
166,1333 AIRPORT WAY S,47.59042509,-122.32499694
167,5418P BALLARD AVE NW,47.66815231,-122.38547229
168,132 21ST AVE E,47.6195437,-122.30445042
169,4849 21ST AVE SW,47.55744885,-122.36040544
170,9021 17TH AVE SW,47.52217805,-122.35676112
171,6033 M L KING JR WAY S,47.54693174,-122.28636388
172,4207 S BRANDON ST,47.55323855,-122.28036398
173,728 14TH AVE,47.60896697,-122.31388677
174,139 22ND AVE E,47.61952596,-122.30394004
175,4608 S FINDLAY ST,47.55207439,-122.27487031
176,1511 STURGUS AVE S,47.58961285,-122.3121045
177,130 21ST AVE E,47.61942434,-122.30446485
178,2602 14TH AVE W,47.64311963,-122.37455224
179,524 N 87TH ST,47.6926178,-122.35161528
180,2801 SW NEVADA ST,47.56514833,-122.36836802
181,3062 SW AVALON WAY,47.56594076,-122.3721639
182,4221 EVANSTON AVE N,47.65832493,-122.35136758
183,4219 EVANSTON AVE N,47.65828885,-122.35146402
184,1739 NW 63RD ST,47.67430049,-122.38059326
185,1737 NW 63RD ST,47.67439486,-122.38050912
186,1111 NW 85TH ST,47.69052206,-122.37099677
187,1110 14TH AVE,47.6119144,-122.3138004
188,1106 14TH AVE,47.61189738,-122.31390389
189,4200 EAST MARGINAL WAY S,47.56503053,-122.3379759
190,6405 NE WINDERMERE RD,47.66895553,-122.25882399
191,5755 NE 63RD ST,47.67406865,-122.26379468
192,6726 GREENWOOD AVE N,47.67852334,-122.35508197
193,2034 NW 61ST ST,47.67327757,-122.38373273
194,2359 YALE AVE E,47.64144516,-122.32741337
195,1200 HOWELL ST,47.61712674,-122.33072825
196,513 1ST AVE N,47.62384901,-122.3557595
197,5980 RAINIER AVE S,47.54794984,-122.27592407
198,2812 E UNION ST,47.61312837,-122.29554692
199,6628 CARLETON AVE S,47.54327175,-122.32101268
200,7425 4TH AVE NE,47.68240595,-122.32531412
201,6630 CARLETON AVE S,47.543365,-122.32122065
202,8522 DENSMORE AVE N,47.6912119,-122.3378151
203,4705 16TH AVE NE,47.66332423,-122.31113089
204,1909 25TH AVE S,47.58596493,-122.30084743
205,3618 COURTLAND PL S,47.5709993,-122.28699976
206,1746 NW 64TH ST,47.67547473,-122.38091921
207,8820 AURORA AVE N,47.69325915,-122.34368602
208,753 9TH AVE N,47.62687182,-122.34003066
209,3818 23RD AVE W,47.65458416,-122.38576753
210,1519 NE 103RD ST,47.70287379,-122.31166777
211,1963 S STATE ST,47.58762597,-122.30669731
212,2401 14TH AVE S,47.581759,-122.31508981
213,1406 19TH AVE,47.61327874,-122.3072727
214,513 NE 73RD ST,47.68131853,-122.32215765
215,3816 23RD AVE W,47.65451464,-122.38579161
216,3656 COURTLAND PL S,47.56993461,-122.286955
217,4817 38TH AVE SW,47.55871928,-122.38041972
218,127 N 35TH ST,47.65159888,-122.35644745
219,1750 16TH AVE S,47.58762632,-122.3124781
220,1924 9TH AVE W,47.63672857,-122.3686897
221,1921 9TH AVE W,47.63659473,-122.36929952
222,2350 DELMAR DR E,47.6407494,-122.314561
223,8340 MARY AVE NW,47.68991591,-122.37498953
224,121 15TH AVE E,47.61919138,-122.31312629
225,8342 MARY AVE NW,47.68989285,-122.37521107
226,2307 PERKINS LN W,47.63796335,-122.4102872
227,8836 INTERLAKE AVE N,47.69346795,-122.33993015
228,907 NW BALLARD WAY,47.66248621,-122.36958904
229,1301 ALASKAN WAY,47.60613997,-122.34116288
230,6519 49TH AVE SW,47.54443749,-122.39592535
231,3029 NW 56TH ST,47.66927478,-122.39708869
232,510 PROSPECT ST,47.62928555,-122.3470434
233,1736 NW 63RD ST,47.67476122,-122.38058576
234,739 N 66TH ST,47.67671299,-122.34827812
235,625 NW MARKET ST,47.66845426,-122.36439428
236,3817 GILMAN AVE W,47.65443126,-122.38539519
237,1370 32ND AVE S,47.59055332,-122.29108101
238,1546 STURGUS AVE S,47.58864636,-122.31137023
239,2603 NW 63RD ST,47.67434254,-122.3904597
240,800 COLUMBIA ST,47.6068245,-122.32705753
241,630 BOREN AVE N,47.62546116,-122.33551235
242,2014 FAIRVIEW AVE,47.61832606,-122.33381507
243,1222 NE 65TH ST,47.67596867,-122.3146306
244,1200 STEWART ST,47.61801358,-122.3320086
245,5003 FAUNTLEROY WAY SW,47.55728664,-122.38187132
246,3901 SW FINDLAY ST,47.55189388,-122.38191105
247,6548 34TH AVE SW,47.54326661,-122.37492055
248,2116 10TH AVE W,47.63832042,-122.36986001
249,2124 10TH AVE W,47.63847192,-122.36995433
250,4723 35TH AVE S,47.55990943,-122.28916322
251,9603 ROOSEVELT WAY NE,47.69869378,-122.317884
252,3228 W GOVERNMENT WAY,47.66024565,-122.39960737
253,8719 2ND AVE NW,47.69285632,-122.35964468
254,9020 26TH AVE NW,47.69491487,-122.38934694
255,1717 NW 60TH ST,47.67219229,-122.37972965
256,6505 ELLIS AVE S,47.54457252,-122.31919252
257,6507 ELLIS AVE S,47.54465074,-122.31894469
258,206 14TH AVE,47.60383555,-122.31394103
259,404 N 48TH ST,47.66379802,-122.35357001
260,901 SW SPOKANE ST,47.57103294,-122.34381343
261,3627 DUWAMISH AVE S,47.57037296,-122.34406337
262,508 PROSPECT ST,47.62911462,-122.34704953
263,8038 35TH AVE NE,47.6877806,-122.29025441
264,1224 5TH AVE N,47.63051787,-122.34725651
265,11051 PALATINE AVE N,47.71021591,-122.35713908
266,3911 NE 135TH ST,47.72622309,-122.28583255
267,2414 EVERETT AVE E,47.64130688,-122.31436996
268,4800 SAND POINT WAY NE,47.66231885,-122.28147251
269,12800 AURORA AVE N,47.72294552,-122.34451157
270,1721 NW 60TH ST,47.67219277,-122.37994628
271,2051 NW 64TH ST,47.6751069,-122.38432395
272,2210 W EMERSON ST,47.654176,-122.38535207
273,1201 AMGEN CT W,47.62951836,-122.37476567
274,5725 25TH AVE NE,47.67081533,-122.30100477
275,5029 DELRIDGE WAY SW,47.55657776,-122.36324298
276,920 15TH AVE,47.61105971,-122.31253608
277,924 15TH AVE,47.61121975,-122.31252897
278,14337 32ND AVE NE,47.73311523,-122.294408
279,2950 S DAKOTA ST,47.56658387,-122.29657061
280,1203 E SPRUCE ST,47.60334534,-122.31635818
281,2212 NW 61ST ST,47.67328859,-122.38539806
282,7003 MARY AVE NW,47.67972329,-122.37595897
283,1141 N 88TH ST,47.69204798,-122.34322293
284,6115 BEACON AVE S,47.54725983,-122.30168242
285,14307 WAYNE PL N,47.73263876,-122.33547206
286,1906 N 143RD ST,47.73260279,-122.33546247
287,3925 2ND AVE NE,47.65509437,-122.32712216
288,5411 37TH AVE S,47.55299549,-122.28649665
289,4327 S MORGAN ST,47.54401368,-122.27857208
290,526 N 105TH ST,47.70527165,-122.35165574
291,3037 S HOLDEN ST,47.53357772,-122.29186528
292,1600 W ARMORY WAY,47.63991495,-122.37796913
293,1570 W ARMORY WAY,47.63970299,-122.37737481
294,1625 W WHEELER ST,47.64001565,-122.3775124
295,1650 W ARMORY WAY,47.64033095,-122.37811158
296,2222 SW BARTON ST,47.52121444,-122.36318246
297,1543 NW 61ST ST,47.672894,-122.37817781
298,4520 M L KING JR WAY S,47.56260753,-122.29397521
299,4414 FRANCIS AVE N,47.66075002,-122.35306107
300,4410P W ARMOUR ST,47.64567034,-122.4135679
301,1110 14TH AVE,47.6119144,-122.3138004
302,7730 15TH AVE NW,47.68625663,-122.37643793
303,5103 WOODLAWN AVE N,47.66594327,-122.3387567
304,1750 19TH AVE S,47.58756658,-122.30817724
305,13281 AURORA AVE N,47.72680659,-122.34577513
306,5640 36TH AVE SW,47.55079508,-122.3774138
307,7140 55TH AVE S,47.5378566,-122.26368271
308,423 TERRY AVE,47.60503871,-122.32319807
309,1942 10TH AVE W,47.63717297,-122.36981346
310,1552 NW 58TH ST,47.67108971,-122.37863737
311,1933 5TH AVE,47.61339187,-122.33928695
312,3010 1ST AVE,47.61814267,-122.3539247
313,2803 3RD AVE W,47.64526635,-122.36119403
314,2328 MINOR AVE E,47.64056835,-122.32809434
315,7433 4TH AVE NE,47.68258397,-122.32507196
316,7425 4TH AVE NE,47.68240595,-122.32531412
317,3601P W HOWE ST,47.63585014,-122.40389354
318,2230P MONTAVISTA PL W,47.63837767,-122.40712679
319,4111P W PARKMONT PL,47.64,-122.41034001
320,1813 12TH AVE W,47.63519519,-122.37308453
321,1902 24TH AVE S,47.58620162,-122.30135681
322,4410P W DRAVUS ST,47.64867049,-122.41348865
323,1225 E JEFFERSON ST,47.60601964,-122.31570846
324,220 16TH AVE E,47.62033103,-122.31122137
325,4406P W MONTFORT PL,47.64209272,-122.41341963
326,6727 ALONZO AVE NW,47.67860358,-122.37539508
327,5931 EAST MARGINAL WAY S,47.5485505,-122.33652814
328,525 YESLER WAY,47.60137733,-122.32688098
329,822 NW 53RD ST,47.66738573,-122.36729791
330,810 NW 63RD ST,47.6747582,-122.36665101
331,1203 E SPRUCE ST,47.60334534,-122.31635818
332,709 15TH AVE,47.60838814,-122.31312008
333,5936 36TH AVE S,47.54868582,-122.28779519
334,2321 S HOLGATE ST,47.58620761,-122.30193117
335,2641 NW 64TH ST,47.67505558,-122.39200595
336,6715 CALIFORNIA AVE SW,47.54270086,-122.38757575
337,6735 ALONZO AVE NW,47.67883177,-122.3754301
338,1141 NW 56TH ST,47.66919994,-122.37263602
339,1539 NW 61ST ST,47.67287564,-122.37795815
340,1515 LAKEVIEW BLVD E,47.63310462,-122.32302326
341,2950 S DAKOTA ST,47.56658387,-122.29657061
342,10319 SAND POINT WAY NE,47.703529,-122.27826813
343,11336 20TH AVE NE,47.71129031,-122.30580824
344,4504 LINDEN AVE N,47.66165022,-122.34838766
345,3827 23RD AVE W,47.65482313,-122.38623986
346,10202 RAINIER AVE S,47.51140495,-122.24359318
347,839 NW 52ND ST,47.66624647,-122.36789923
348,4818 PHINNEY AVE N,47.66408973,-122.35378305
349,2508 N 50TH ST,47.66519134,-122.32858953
350,3932 S BRANDON ST,47.55360427,-122.28208445
351,3829 23RD AVE W,47.65483374,-122.38628253
352,2161 HARBOR AVE SW,47.58397925,-122.37517913
353,3480 27TH AVE W,47.65140205,-122.39093658
354,3501 RAINIER AVE S,47.57161504,-122.29347773
355,3639 DAYTON AVE N,47.65305359,-122.3526168
356,152 20TH AVE E,47.61988603,-122.30579846
357,9056 4TH AVE NW,47.69584334,-122.36174076
358,3031 59TH AVE SW,47.57672751,-122.40844806
359,5704 S HAWTHORN RD,47.54951216,-122.26228852
360,2120 WAVERLY PL N,47.63848962,-122.34264419
361,7900 35TH AVE SW,47.53178739,-122.37644938
362,5106 S LEO ST,47.5027844,-122.26925644
363,1803 13TH AVE,47.61782102,-122.31580511
364,5931 EAST MARGINAL WAY S,47.5485505,-122.33652814
365,203 W REPUBLICAN ST,47.62313525,-122.35971778
366,110 9TH AVE N,47.61915166,-122.33939892
367,2381 BEACON AVE S,47.58174381,-122.31523831
368,3920 1ST AVE NE,47.65443675,-122.3276276
369,5007 RENTON AVE S,47.55637148,-122.2883163
370,2601 22ND AVE W,47.64307372,-122.38507342
371,807 N 42ND ST,47.6576405,-122.34805403
372,6185 4TH AVE S,47.54561126,-122.33013782
373,9228 10TH AVE S,47.51918444,-122.31958456
374,5020 35TH AVE S,47.55634875,-122.28880007
375,4225 26TH AVE W,47.65842251,-122.39039155
376,2401 3RD AVE,47.6154329,-122.34652095
377,2216 NW 64TH ST,47.67551513,-122.38555202
378,130 1ST AVE W,47.61959933,-122.35766888
379,2605 22ND AVE W,47.64322982,-122.38508834
380,2423 S HOLGATE ST,47.58618184,-122.30060683
381,932 21ST AVE,47.61103576,-122.30451887
382,1114 16TH AVE,47.61206347,-122.31119157
383,2844 21ST AVE W,47.64618102,-122.38291035
384,12006 40TH AVE NE,47.71582458,-122.28500599
385,3603 35TH AVE S,47.5711318,-122.28919309
386,3616 34TH AVE S,47.57102685,-122.28967623
387,11202 ROOSEVELT WAY NE,47.70998802,-122.3174196
388,1547 NW 61ST ST,47.67282695,-122.37837337
389,706 S ORCAS ST,47.55125545,-122.32396424
390,12 W FLORENTIA ST,47.64723148,-122.35826756
391,1814 24TH AVE S,47.58643104,-122.3013459
392,433 8TH AVE N,47.62287309,-122.34146324
393,756P N 74TH ST,47.6826145,-122.34735443
394,4609 UNION BAY PL NE,47.66254948,-122.29499488
395,3015 18TH AVE S,47.57652279,-122.30916333
396,906 PINE ST,47.6141635,-122.33180671
397,3627 LINDEN AVE N,47.65195037,-122.34908047
398,1300 DEXTER AVE N,47.63116139,-122.34194796
399,11302 MERIDIAN AVE N,47.71071076,-122.33351766
400,1711 BOREN AVE,47.61570566,-122.3314754
401,1600 9TH AVE,47.6141635,-122.33180671
402,1215 E UNION ST,47.61211121,-122.31580199
403,2511 NW 80TH ST,47.68644125,-122.38906509
404,920 OLIVE WAY,47.61503782,-122.33234036
405,2351 NW 65TH ST,47.67576342,-122.38660235
406,12115 12TH AVE NW,47.71780066,-122.37364413
407,6901 M L KING JR WAY S,47.54025657,-122.28327332
408,4003 45TH AVE SW,47.56825783,-122.38971669
409,4809 DELRIDGE WAY SW,47.5589371,-122.36322901
410,4027 FREMONT AVE N,47.65621774,-122.35043068
411,4023 FREMONT AVE N,47.65611183,-122.35039114
412,3629 LINDEN AVE N,47.65209566,-122.34907659
413,1733 26TH AVE S,47.58729776,-122.29935716
414,1706 ALKI AVE SW,47.58794707,-122.39540778
415,725 BELMONT AVE E,47.62569697,-122.32486349
416,1201 AMGEN CT W,47.62951836,-122.37476567
417,722 SUMMIT AVE E,47.6257543,-122.32509165
418,2539 PERKINS LN W,47.64145506,-122.41573084
419,1628 DEXTER AVE N,47.63386687,-122.34207451
420,1908 24TH AVE S,47.58605747,-122.30137305
421,7717 HIGHLAND PARK WAY SW,47.5335102,-122.3473748
422,6501 1ST AVE S,47.54351607,-122.33458589
423,4700 BROOKLYN AVE NE,47.66346713,-122.31388208
424,2531 13TH AVE S,47.58006752,-122.31646611
425,2533 13TH AVE S,47.58006862,-122.31627671
426,426 26TH AVE S,47.59846709,-122.29845569
427,1516 NW 61ST ST,47.67329863,-122.3771465
428,2603 E THOMAS ST,47.62119559,-122.29833921
429,12702 35TH AVE NE,47.72131797,-122.28994832
430,1751 VALENTINE PL S,47.58761567,-122.30756336
431,1138 N 90TH ST,47.69448898,-122.34274964
432,417 NE 73RD ST,47.68108615,-122.32457695
433,1705 NW 63RD ST,47.67427105,-122.37933395
434,5628 FAUNTLEROY WAY SW,47.55113218,-122.38137309
435,1830 E MERCER ST,47.62458703,-122.30772895
436,2300 6TH AVE,47.61704294,-122.34212991
437,515 WARD ST,47.62786811,-122.34681986
438,5533 38TH AVE NE,47.66951683,-122.28714121
439,944 HIAWATHA PL S,47.59334005,-122.30798247
440,1133 24TH AVE S,47.59204634,-122.30165502
441,1707 NW 63RD ST,47.67437916,-122.37932107
442,1425 22ND AVE,47.61377013,-122.30385136
443,5127 24TH AVE NE,47.66670735,-122.30235375
444,3641 DAYTON AVE N,47.65305359,-122.3526168
445,6504 44TH AVE SW,47.54443589,-122.38833793
446,1027 STURGUS AVE S,47.59324701,-122.31387601
447,722 E PIKE ST,47.61438165,-122.32229682
448,1613 S LANE ST,47.59641996,-122.31089625
449,1804 E SPRUCE ST,47.60367608,-122.30856696
450,2602 14TH AVE W,47.64311963,-122.37455224
451,2609 E THOMAS ST,47.62118988,-122.29807873
452,121 BOREN AVE N,47.61907205,-122.33652543
453,1760 NW 62ND ST,47.67403182,-122.38152893
454,3017 S AUSTIN ST,47.53424442,-122.29267751
455,2800 S ALASKA PL,47.56124401,-122.2967675
456,1762 NW 62ND ST,47.67402404,-122.38169717
457,8559 MARY AVE NW,47.69229096,-122.37576706
458,9751 WOODLAWN AVE N,47.70113821,-122.33909906
459,1717 VALENTINE PL S,47.5878903,-122.30762219
460,6630 CARLETON AVE S,47.543365,-122.32122065
461,7103 AURORA AVE N,47.68051454,-122.34553983
462,632 NW 85TH ST,47.69078418,-122.36482363
463,1906 N 143RD ST,47.73260279,-122.33546247
464,214 20TH AVE S,47.60039409,-122.30593936
465,1136 N 90TH ST,47.69449967,-122.3429437
466,1427 NW 65TH ST,47.67580399,-122.37488219
467,5917 4TH AVE S,47.55009055,-122.3319557
468,118 27TH AVE E,47.61950525,-122.2970717
469,114 NW CANAL ST,47.65249823,-122.35836485
470,1942 10TH AVE W,47.63717297,-122.36981346
471,609 FAIRVIEW AVE N,47.62488719,-122.33470227
472,2403 BOYER AVE E,47.64078161,-122.31373014
473,112 27TH AVE E,47.61939448,-122.297074
474,114 16TH AVE,47.60220629,-122.31103284
475,1001 JOHN ST,47.61951134,-122.33696288
476,112 16TH AVE,47.6021575,-122.31128616
477,2013 2ND AVE,47.61184277,-122.34254282
478,730 25TH AVE S,47.59585761,-122.29962455
479,1761 19TH AVE S,47.58742545,-122.30885773
480,6305 49TH AVE SW,47.5466116,-122.39546917
481,4110 FREMONT AVE N,47.65702262,-122.34937751
482,747 BROADWAY,47.60884785,-122.32194221
483,1115 COLUMBIA ST,47.60819513,-122.32283029
484,10033 65TH AVE S,47.51065636,-122.2526827
485,3640 COURTLAND PL S,47.57035152,-122.2867829
486,3638 COURTLAND PL S,47.57035529,-122.28695676
487,3219 CALIFORNIA AVE SW,47.57505827,-122.38716986
488,4439 41ST AVE SW,47.56362285,-122.38471489
489,3309 BEACON AVE S,47.57371784,-122.30917161
490,6004 17TH AVE NW,47.67265466,-122.37853266
491,3008 63RD AVE SW,47.57799947,-122.41278506
492,3616 PALATINE AVE N,47.65334821,-122.3562956
493,111 E HAMLIN ST,47.64546598,-122.32664502
494,3747 WEST STEVENS WAY NE,47.65235247,-122.30987523
495,2037 NW 65TH ST,47.67570591,-122.38338929
496,6525 34TH AVE SW,47.54397096,-122.37560352
497,1759 19TH AVE S,47.58742822,-122.3087001
498,2027 NW 65TH ST,47.67580664,-122.38332908
499,3939 STONE WAY N,47.65510935,-122.34294202
500,3280 SW AVALON WAY,47.56445216,-122.37571113
501,5611 17TH AVE NW,47.66986051,-122.379165
502,1001 6TH AVE S,47.59416832,-122.32671951
503,6058 35TH AVE SW,47.54711264,-122.37597099
504,1718 NW 56TH ST,47.66975734,-122.38000278
505,1000 6TH AVE S,47.59427259,-122.32557966
506,2201 ALASKAN WAY,47.61137918,-122.34948695
507,2655 NW MARKET ST,47.66836292,-122.39247649
508,1138 10TH AVE E,47.62979891,-122.3199643
509,14300 MIDVALE AVE N,47.7324989,-122.34381074
510,1507 15TH AVE S,47.58441019,-122.31299402
511,7851 56TH PL NE,47.68649203,-122.26828501
512,2629 NW 63RD ST,47.67430996,-122.39138445
513,3638 COURTLAND PL S,47.57035529,-122.28695676
514,5045 37TH AVE S,47.55570373,-122.28643817
515,1520 NW 87TH ST,47.69253539,-122.37761064
516,713 26TH AVE S,47.59639626,-122.29931557
